;id;model;years;search;Price:;New Price Roadworthy:;Road Tax / 3 Months:;Body Type:;Transmission:;Drive Wheel :;Engine/motor Type:;Fuel Type:;Power:;Total Max. Power (kW):;Top Speed:;Acceleration 0-100 Km / H:;Practice Consumption Monitor:;Cylinders:;Valves Per Cylinder:;Engine Capacity:;Bore X Stroke:;Compression Ratio:;Urban Consumption:;Extra-urban Consumption:;Combined Consumption:;Co2 Emissions:;Energy Label:;Low Consumption:;Medium Consumption:;High Consumption:;Very High Consumption:;Front Suspension:;Rear Suspension:;Front Stabilizer:;1st Gear:;2nd Gear:;3rd Gear:;4th Gear:;5th Gear:;Curb Weight:;Max. Payload:;Max. Permissible Mass:;Max. Front Axle Mass:;Max. Rear Axle Mass:;Cargo Capacity:;Length Min./max.:;Width Min./max.:;Height:;Height Of Lift Threshold:;Length:;Width:;Wheelbase:;Front Track Width:;Distance Backrest / Pedals:;Front Headroom:;Front Backrest Length:;Front Seat Length:;Front Entry Height:;Crash Test Result:;ABS:;Brake Force Distribution:;Brake Assist:;Emergency Braking Assistance:;Central Door Locking:;Keyless Entry/start:;Start Button:;Control Circuit:;Electric Windows:;Height Adjustment Seat:;Lumbar Support Seat:;Electric Adjustment Seat:;Heated Seats:;Ventilated Seats:;Interval Wiper (s):;Alloy Wheels:;Sliding / Tilting Roof:;Panoramic Roof:;Roof Rails:;Service:;General Warranty:;Body Warranty:;New Price Tax:;New Price 2012:;New Price 2011:;New Price 2010:;New Price 2009:;New Price 2008:;Occasion Price 2012:;Occasion Price 2011:;Occasion Price 2010:;4 Years Depreciation:;Motor Vehicle Tax:;Insurance:;Fuel Costs:;Maintenance:;New Price 2007:;New Price 2006:;New Price 2005:;New Price 2004:;New Price 2014:;New Price 2013:;Occasion Price 2014:;Occasion Price 2013:;New Price 2015:;Occasion Price 2015:;New Price 2003:;New Price 2002:;New Price 2001:;New Price 1982:;New Price 1981:;New Price 1980:;New Price 1979:;New Price 1985:;New Price 1984:;New Price 1983:;New Price 1989:;New Price 1988:;New Price 1987:;New Price 1986:;New Price 1998:;New Price 1997:;New Price 2000:;New Price 1999:;New Price 2016:;Occasion Price 2016:;New Price 1996:;New Price 1995:;New Price 1994:;New Price 1993:;New Price 1992:;New Price 1991:;New Price 1990:;New Price 2017:;Occasion Price 2017:;Engine Type:;Max Power:;Max. Power KW:;Max. Power Hp:;Max Torque:;New Price 1978:;New Price 1977:;New Price 2020:;New Price 2019:;New Price 2018:;Occasion Price 2019:;Occasion Price 2018:;Net Price:;VAT:;BPM (fixed):;Power Consumption:;Battery Range:;Total Max. Power (hp):;Back Door Wxh:
1497;1497;Mercedes-Benz 230 GE Stationwagon Kort 1990 Manual 3 doors specs;"1990 - 1993
3 doors, SUV";;€ 62.213;n/a;€ 327 - € 368;3-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;93 kw (126 hp);93;145 km/h;- s;n.b.;4, in line;2;2298 cc;95,5 x 80,2 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,87:1;2,18:1;1,37:1;1,00:1;0,80:1;2060 kg;560 kg;2620 kg;- kg;- kg;745-1730 l;;;1908 mm;;4185 mm;1690 mm;2400 mm;1425 mm;;;;;;not tested;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;yes(driver);n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;15.000 km / 1 year;1 year, unlimited;1 year;€ 62.213;;;;;;;;;€ 640;€ 0;€ 120;€ 420;€ 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 62.213;€ 58.696;€ 55.475;€ 55.475;;;;;;;;;;;;;;;;;;;;;
1498;1498;Mercedes-Benz G 230 Stationwagon Kort 1993 Manual 3 doors specs;"1993 - 1994
3 doors, SUV";;€ 61.691;n/a;€ 327 - € 368;3-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;93 kw (126 hp);93;145 km/h;- s;n.b.;4, in line;2;2298 cc;95,5 x 80,2 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,87:1;2,18:1;1,37:1;1,00:1;0,80:1;2060 kg;560 kg;2620 kg;- kg;- kg;745-1730 l;;;1908 mm;;4185 mm;1690 mm;2400 mm;1425 mm;;;;;;not tested;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;yes(driver);n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;15.000 km / 1 year;1 year, unlimited;1 year;€ 61.691;;;;;;;;;€ 594;€ 0;€ 120;€ 420;€ 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 61.691;€ 61.691;;;;;;;;;;;;;;;;;;;;;;;;
1499;1499;Mercedes-Benz G 320 Stationwagon Kort 2000 Automatic 3 doors specs;"2000 - 2006
3 doors, SUV";;€ 87.100;n/a;€ 348 - € 392;3-doors, suv/crossover;5 speed automatic;front+rear;fuel engine;gasoline;156 kw (215 hp);156;173 km/h;10,9 s;n.b.;6, v engine;3;3199 cc;89,9 x 84,0 mm;10,0 :1;19,1 l/100km;13,1 l/100km;;365 g/km;g;;;;;coil springs;coil springs;yes;3,93:1;2,41:1;1,49:1;1,00:1;0,83:1;2175 kg;675 kg;2850 kg;- kg;- kg;250-1580 l;;;1931 mm;;4212 mm;1760 mm;2400 mm;1475 mm;;;;;;not tested;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;yes(with memory);€ 493;n/a;yes(with rain sensor);yes;n/a;n/a;n/a;20.000 km / 1 year;2 year, unlimited;2 year;€ 87.100;;;;;;;;;€ 977;€ 116;€ 158;€ 390;€ 85;;€ 85.800;€ 84.502;€ 83.100;;;;;;;€ 80.000;€ 78.050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1500;1500;Mercedes-Benz G 500 2012 Automatic 5 doors specs;"2012 - 2015
5 doors, SUV";;€ 189.350;n/a;€ 391 - € 440;5-doors, suv/crossover;7 speed automatic;front+rear;fuel engine;gasoline;285 kw (388 hp);285;210 km/h;6,1 s;n.b.;8, v engine;4;5461 cc;98,0 x 90,5 mm;10,7 :1;20,0 l/100km;11,9 l/100km;;348 g/km;g;;;;;coil springs;coil springs;yes;4,38:1;2,86:1;1,92:1;1,37:1;1,00:1;2430 kg;770 kg;3200 kg;- kg;- kg;480-2250 l;950 mm / 1740;;1951 mm;720 mm;4672 mm;1760 mm;2850 mm;1475 mm;950-1100 mm;1020-1050 mm;560 mm;460 mm;100 mm;not tested;yes;yes;yes;n/a;yes;yes;n/a;yes;yes(front & rear);yes(best. & pass.);yes(best. & pass.);yes(with memory);yes(front & rear);€ 1.737;yes(with rain sensor);yes;n/a;n/a;n/a;20.000 km / 1 year;2 year, unlimited;2 year;€ 189.350;€ 184.385;;;;;€ 42.600;;;€ 2.214;€ 130;€ 308;€ 380;€ 97;;;;;€ 187.650;€ 189.900;€ 66.800;€ 54.400;€ 189.350;€ 81.400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1501;1501;Mercedes-Benz 230 GE Stationwagon Lang 1982 Manual 5 doors specs;"1982 - 1990
5 doors, SUV";;€ 53.287;n/a;€ 306 - € 344;5-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;92 kw (125 hp);92;143 km/h;- s;n.b.;4;2;2299 cc;95,5 x 80,2 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;no;;;;;;2000 kg;800 kg;2800 kg;- kg;- kg;1340-2590 l;;;1920 mm;;4560 mm;1700 mm;2850 mm;1425 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes(driver);n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;variabel / 1 year;1 year, unlimited;1 year;€ 53.287;;;;;;;;;€ 566;€ 0;€ 107;€ 420;€ 54;;;;;;;;;;;;;;;;;;;;;€ 49.201;€ 49.201;€ 46.198;;;;;;;;;;;;;;€ 53.287;;;;;;;;;;;;;;;;;;;;;
1502;1502;Mercedes-Benz 230 GE Stationwagon Lang 1990 Manual 5 doors specs;"1990 - 1993
5 doors, SUV";;€ 69.111;n/a;€ 348 - € 392;5-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;93 kw (126 hp);93;145 km/h;- s;n.b.;4, in line;2;2298 cc;95,5 x 80,2 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,87:1;2,18:1;1,37:1;1,00:1;0,80:1;2195 kg;755 kg;2950 kg;- kg;- kg;1340-2590 l;;;1956 mm;;4635 mm;1690 mm;2850 mm;1425 mm;;;;;;not tested;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;yes(driver);n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;15.000 km / 1 year;1 year, unlimited;1 year;€ 69.111;;;;;;;;;€ 719;€ 0;€ 132;€ 422;€ 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 69.111;€ 65.208;€ 61.555;€ 61.555;;;;;;;;;;;;;;;;;;;;;
1503;1503;Mercedes-Benz G 230 Stationwagon Lang 1993 Manual 5 doors specs;"1993 - 1994
5 doors, SUV";;€ 68.521;n/a;€ 348 - € 392;5-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;93 kw (126 hp);93;145 km/h;- s;n.b.;4, in line;2;2298 cc;95,5 x 80,2 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,87:1;2,18:1;1,37:1;1,00:1;0,80:1;2195 kg;755 kg;2950 kg;- kg;- kg;1340-2590 l;;;1956 mm;;4635 mm;1690 mm;2850 mm;1425 mm;;;;;;not tested;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;yes(driver);n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;15.000 km / 1 year;1 year, unlimited;1 year;€ 68.521;;;;;;;;;€ 665;€ 0;€ 132;€ 422;€ 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 68.521;€ 68.521;;;;;;;;;;;;;;;;;;;;;;;;
1504;1504;Mercedes-Benz G 320 Stationwagon Lang 2000 Automatic 5 doors specs;"2000 - 2006
5 doors, SUV";;€ 93.800;n/a;€ 370 - € 416;5-doors, suv/crossover;5 speed automatic;front+rear;fuel engine;gasoline;156 kw (215 hp);156;173 km/h;10,9 s;n.b.;6, v engine;3;3199 cc;89,9 x 84,0 mm;10,0 :1;19,1 l/100km;13,1 l/100km;;365 g/km;g;;;;;coil springs;coil springs;yes;3,93:1;2,41:1;1,49:1;1,00:1;0,83:1;2310 kg;890 kg;3200 kg;- kg;- kg;480-2250 l;950 mm / 1740;;1931 mm;720 mm;4680 mm;1760 mm;2850 mm;1475 mm;950-1100 mm;1020-1050 mm;560 mm;460 mm;100 mm;not tested;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front & rear);yes(driver);n/a;yes(with memory);€ 493;n/a;yes(with rain sensor);yes;n/a;n/a;n/a;20.000 km / 1 year;2 year, unlimited;2 year;€ 93.800;;;;;;;;;€ 1.058;€ 123;€ 169;€ 390;€ 85;;€ 92.800;€ 91.302;€ 89.400;;;;;;;€ 86.000;€ 84.176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1505;1505;Mercedes-Benz GL 450 4Matic 2006 Automatic 5 doors specs;"2006 - 2012
5 doors, SUV";;€ 154.585;n/a;€ 370 - € 416;5-doors, suv/crossover;7 speed automatic;front+rear;fuel engine;gasoline;250 kw (340 hp);250;235 km/h;7,2 s;n.b.;8, v engine;4;4663 cc;92,9 x 86,0 mm;10,7 :1;18,4 l/100km;10,5 l/100km;;312 g/km;g;;;;;air suspension;air suspension;yes;4,38:1;2,86:1;1,92:1;1,37:1;1,00:1;2330 kg;820 kg;3150 kg;- kg;- kg;620-2300 l;;;1840 mm;840 mm;5088 mm;1920 mm;3075 mm;1651 mm;890-1125 mm;995-1070 mm;610 mm;495 mm;790 mm;not tested;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front & rear);yes(best. & pass.);yes(best. & pass.);yes(with memory);yes;n/a;yes(with rain sensor);yes;n/a;n/a;yes;20.000 km / 1 year;2 year, unlimited;2 year;€ 154.585;€ 154.575;€ 143.000;€ 129.621;€ 123.673;€ 114.400;€ 28.500;€ 21.400;€ 16.000;€ 1.971;€ 123;€ 257;€ 341;€ 92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1506;1506;Mercedes-Benz GLK 280 4Matic 2008 Automatic 5 doors specs;"2008 - 2009
5 doors, SUV";;€ 61.300;n/a;€ 242 - € 272;5-doors, suv/crossover;7 speed automatic;front+rear;fuel engine;gasoline;170 kw (231 hp);170;210 km/h;7,6 s;n.b.;6, v engine;4;2996 cc;88,0 x 82,1 mm;11,3 :1;13,6 l/100km;8,3 l/100km;;239 g/km;g;;;;;coil springs;coil springs;yes;;;;;;1730 kg;750 kg;2480 kg;- kg;- kg;450-1550 l;;;1699 mm;710 mm;4525 mm;1840 mm;2750 mm;1567 mm;945-1165 mm;980-1055 mm;590 mm;500 mm;670 mm;*****;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front & rear);yes(best. & pass.);yes(driver);yes(with memory);€ 500;n/a;yes(adjustable);yes;n/a;n/a;€ 418;20.000 km / 1 year;2 year, unlimited;2 year;€ 61.300;;;;€ 60.503;€ 57.600;;;;€ 727;€ 81;€ 114;€ 260;€ 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1507;1507;Mercedes-Benz GLK 200 2012 Manual 5 doors specs;"2013 - 2015
5 doors, SUV";;€ 48.395;n/a;€ 221 - € 248;5-doors, suv/crossover;6 speed manual transmission;rear;fuel engine;gasoline;135 kw (184 hp);135;210 km/h;8,8 s;n.b.;4, in line;4;1991 cc;n.b.;9,8 :1;9,1 l/100km;6,1 l/100km;;168 g/km;f;;;;;coil springs;coil springs;yes;;;;;;1635 kg;675 kg;2310 kg;- kg;- kg;450-1550 l;;;1699 mm;710 mm;4525 mm;1840 mm;2750 mm;1567 mm;945-1165 mm;980-1055 mm;590 mm;500 mm;670 mm;*****;yes;yes;yes;yes;yes;yes;n/a;n/a;yes(front & rear);yes(best. & pass.);yes(driver);yes(with memory);€ 393;€ 1.307;yes(with rain sensor);yes;n/a;n/a;€ 315;20.000 km / 1 year;2 year, unlimited;2 year;€ 48.395;;;;;;;;;€ 562;€ 74;€ 94;€ 183;€ 67;;;;;€ 47.400;€ 47.490;€ 17.200;€ 14.200;€ 48.395;€ 20.900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1508;1508;Mercedes-Benz ML 230 1998 Manual 5 doors specs;"1998 - 2000
5 doors, SUV";;€ 45.310;n/a;€ 263 - € 296;5-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;110 kw (150 hp);110;180 km/h;12,3 s;n.b.;4, in line;4;2295 cc;90,9 x 88,4 mm;10,4 :1;17,1 l/100km;10,0 l/100km;;306 g/km;g;;;;;torsion bar;coil springs;yes;3,86:1;2,18:1;1,37:1;1,00:1;0,80:1;1830 kg;820 kg;2650 kg;- kg;- kg;633-2020 l;1000 mm / -;;1776 mm;720 mm;4587 mm;1833 mm;2820 mm;1565 mm;;;;;;not tested;yes;n/a;yes;n/a;yes;yes;n/a;n/a;yes(front & rear);n/a;n/a;no;€ 511;n/a;yes;yes;n/a;n/a;yes;20.000 km / 1 year;1 year, unlimited;1 year;€ 45.310;;;;;;;;;€ 498;€ 88;€ 93;€ 324;€ 61;;;;;;;;;;;;;;;;;;;;;;;;;€ 44.176;;€ 45.310;€ 44.176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1509;1509;Mercedes-Benz ML 320 2001 Automatic 5 doors specs;"2001 - 2002
5 doors, SUV";;€ 61.300;n/a;€ 327 - € 368;5-doors, suv/crossover;5 speed automatic;front+rear;fuel engine;gasoline;160 kw (218 hp);160;195 km/h;9,0 s;n.b.;6, v engine;3;3199 cc;89,9 x 84,0 mm;10,0 :1;- l/100km;- l/100km;;324 g/km;g;;;;;torsion bar;coil springs;yes;3,95:1;2,42:1;1,85:1;1,00:1;0,83:1;2100 kg;770 kg;2870 kg;- kg;- kg;633-2020 l;1030 mm / 1740;;1820 mm;710 mm;4638 mm;1840 mm;2820 mm;1555 mm;870-1080 mm;;580 mm;480 mm;;****;yes;n/a;yes;n/a;yes;yes;n/a;n/a;yes(front & rear);n/a;n/a;€ 361;€ 484;n/a;yes(with rain sensor);yes;n/a;n/a;yes;20.000 km / 1 year;2 year, unlimited;2 year;€ 61.300;;;;;;;;;€ 688;€ 109;€ 120;€ 344;€ 81;;;;;;;;;;;;€ 60.353;€ 60.353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1510;1510;Mercedes-Benz ML 350 2005 Automatic 5 doors specs;"2005 - 2008
5 doors, SUV";;€ 76.483;n/a;€ 306 - € 344;5-doors, suv/crossover;7 speed automatic;front+rear;fuel engine;gasoline;200 kw (272 hp);200;225 km/h;8,4 s;13,9 l/100km (2);6, v engine;4;3498 cc;92,9 x 86,0 mm;10,7 :1;15,2 l/100km;9,4 l/100km;;275 g/km;g;;;;;coil springs;coil springs;yes;4,38:1;2,86:1;1,92:1;1,37:1;1,00:1;2035 kg;795 kg;2830 kg;- kg;- kg;500-2050 l;;;1815 mm;760 mm;4780 mm;1911 mm;2915 mm;1627 mm;910-1145 mm;960-1045 mm;620 mm;520 mm;760 mm;*****;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front & rear);yes(best. & pass.);€ 403;yes(with memory);€ 532;n/a;yes(with rain sensor);yes;n/a;n/a;yes;20.000 km / 1 year;2 year, unlimited;2 year;€ 76.483;;;;;€ 71.750;;;;€ 873;€ 102;€ 140;€ 293;€ 70;€ 69.450;€ 67.950;€ 67.950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1511;1511;Mercedes-Benz ML 350 4Matic 2008 Automatic 5 doors specs;"2008 - 2011
5 doors, SUV";;€ 81.300;n/a;€ 306 - € 344;5-doors, suv/crossover;7 speed automatic;front+rear;fuel engine;gasoline;200 kw (272 hp);200;225 km/h;8,4 s;n.b.;6, v engine;4;3498 cc;92,9 x 86,0 mm;10,7 :1;15,2 l/100km;9,2 l/100km;;266 g/km;g;;;;;coil springs;coil springs;yes;4,38:1;2,86:1;1,92:1;1,37:1;1,00:1;2035 kg;795 kg;2830 kg;- kg;- kg;551-2050 l;;;1815 mm;760 mm;4781 mm;1911 mm;2915 mm;1627 mm;910-1145 mm;960-1045 mm;620 mm;520 mm;760 mm;*****;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front & rear);yes(best. & pass.);€ 403;yes(with memory);€ 532;n/a;yes(adjustable);yes;n/a;n/a;yes;20.000 km / 1 year;2 year, unlimited;2 year;€ 81.300;;€ 81.300;€ 76.103;€ 74.711;€ 71.649;;€ 15.200;€ 11.800;€ 933;€ 102;€ 147;€ 291;€ 71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1512;1512;Mercedes-Benz ML 350 4Matic 2011 Automatic 5 doors specs;"2011 - 2014
5 doors, SUV";;€ 74.400;n/a;€ 306 - € 344;5-doors, suv/crossover;7 speed automatic;front+rear;fuel engine;gasoline;225 kw (306 hp);225;235 km/h;7,6 s;n.b.;6, v engine;4;3498 cc;92,9 x 86,0 mm;12,0 :1;10,9 l/100km;7,1 l/100km;;199 g/km;f;;;;;coil springs;coil springs;yes;4,38:1;2,86:1;1,92:1;1,37:1;1,00:1;2030 kg;870 kg;2900 kg;- kg;- kg;690-2010 l;;;1796 mm;740 mm;4804 mm;1926 mm;2915 mm;1648 mm;900-1125 mm;975-1040 mm;630 mm;500 mm;760 mm;*****;yes;yes;yes;yes;yes;yes;n/a;yes;yes(front & rear);yes(best. & pass.);n/a;yes(with memory);€ 411;€ 1.307;yes(with rain sensor);yes;n/a;€ 2.142;yes;25.000 km / 1 year;2 year, unlimited;2 year;€ 74.400;€ 75.195;€ 74.900;;;;€ 18.000;€ 14.200;;€ 848;€ 102;€ 137;€ 217;€ 83;;;;;€ 74.400;€ 73.650;€ 27.300;€ 22.400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1513;1513;Mercedes-Benz R 280 2006 Automatic 5 doors specs;"2007 - 2009
5 doors, MPV";;€ 70.901;n/a;€ 306 - € 344;5-doors, mpv;7 speed automatic;rear;fuel engine;gasoline;170 kw (231 hp);170;222 km/h;9,6 s;n.b.;6, v engine;4;2996 cc;88,0 x 82,1 mm;11,3 :1;14,9 l/100km;8,6 l/100km;;260 g/km;g;;;;;coil springs;air suspension;yes;4,38:1;2,86:1;1,92:1;1,37:1;1,00:1;2030 kg;760 kg;2790 kg;- kg;- kg;244-1950 l;;;1659 mm;730 mm;4922 mm;1922 mm;2980 mm;1665 mm;920-1130 mm;950-1050 mm;610 mm;520 mm;700 mm;not tested;yes;yes;yes;n/a;yes;yes;n/a;yes;yes(front & rear);yes(best. & pass.);€ 403;n/a;€ 532;n/a;yes(with rain sensor);yes;n/a;n/a;n/a;20.000 km / 1 year;2 year, unlimited;2 year;€ 70.901;;;;€ 70.901;€ 62.950;;;;€ 929;€ 102;€ 132;€ 278;€ 83;€ 62.950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
